0,Junior Investment Data Analyst,ACR Alpine Capital Research,"JOB TITLE: Junior Investment Data Analyst Location: St. Louis, Missouri COMPANY: ACR Alpine Capital Research, LLC is a $4.5B+ AUM fundamental value manager serving financial intermediaries and institutions with concentrated equity, credit, and multi-strategy vehicles. ACR is headquartered in St.Louis, Missouri. For additional information, please visit www.acr-invest.com. RESPONSIBILITIES: The candidate will be responsible for supporting the investment team in the acquisition and maintenance of company, industry, economic, portfolio, and performance data. Relocation to St. Louis and 50-hour work week required. Investment Team Support:  QUALIFICATIONS: The successful candidate will be a very well read, highly curious, independent thinking, rational, and self-starting investment professional. COMPENSATION: Competitive compensation commensurate with qualifications and performance. Job Type: Full-time Benefits: Schedule: COVID-19 considerations:All in office employees must be fully vaccinated. Work Location: One location Maintain portfolio and financial reports, and economic databank/chartbook created from multiple sources. Support the production of investment presentations, quarterly letters, and other firm collateral. Support the research, composition, and underlying data-acquisition needs for white papers. Manage and coordinate data collection from disparate sources including CapIQ, Bloomberg, Factset, FRED, industry publications, and portfolio/accounting software. Lead quality control efforts and validation of data accuracy. Apply intellectual curiosity to identify and flag the reasonableness of data outliers. Help develop and produce new and incremental reports and dashboards for use by the investment team. Gather and synthesize difficult-to-find data on industries, companies, and markets. Assist with maintenance of financial models and company research on an ad hoc basis. Acquire competency in the firm’s investment principles and process. Demonstrate desire to learn new financial skills and software tools as needed in an unstructured environment. Highest level of integrity and ethical standards. Strong working knowledge of business, finance, accounting, and economics. Interest in big data and knowledge of R, Python (SciPy, NumPy), APIs, or other programming abilities a plus. A passion for value investing and desire to read key value investment books. Excellent analytical and critical thinking skills. Very detail oriented. Expertise in Microsoft Excel desired. Minimum bachelor’s degree or equivalent. Open to recent graduates as well as those with industry experience. Preferred backgrounds include finance, accounting, economics, statistics, or data science. Desire to pursue CFA or other investment/data designation a plus. 401(k) 401(k) matching Dental insurance Employee assistance program Flexible spending account Health insurance Life insurance Paid time off Parental leave Referral program Vision insurance Monday to Friday",www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AS3oPsAAmCngCu4U51_2RxXyfS7TdWOFtWPOafNW52I2RQmijqchiuZxKTn8IrTh2SDh1fUc1106MubRP-54sec1f85GXMztSB1tYkpLS6Pyfk8xwKq6rwbvCsrYUwuedLoB5s_c6SZFLMIgbBdAYrYhp2-Izs8Mwf_MAgFo7sQNAdnN9gbV9wRP5S88HDSFVCV15is8hZlBKSbqL-CxhW-LLdjk4VAiygzBEreAEdEsZ8p0DENuf8b7ai2mG5kvTod2DdDG_YY9e5El7QXYXfmf0bv08fI8uvhQm2jJns4Zle1hhjVoLHguNx_fxzvC91XgxdnVEKTkVkVART-aEg8nX_f9uWvHmfk_y9Z742vXRl2cy3vHSy3u6k9ZHolKor4EIHt31QAClNeLU-gzQosMADd0SceQircF3tYwWaFrzNzRsGiqfMuHc3V3RofaE27pjz1fW9f5vct7I5QByRPD49JRbJeG0=&p=0&fvj=1&vjs=3,20220121
1,Sports Gaming Data Entry Analyst,Sports Gaming Technology Firm,"Sports Gaming Data Entry Analyst in Arlington, VA Why You Want To Work Here:  This is a unique opportunity to join the exciting and rapidly growing sports gaming industry in the United States. This role is focused on evaluating and monitoring clients via online transactional screening in order to mitigate risk to the business. This fast-paced role requires an individual who has immense attention to detail and the ability to work under pressure. We offer ample room for career growth and excellent benefits. Responsibilities of the Sports Gaming Data Entry Analyst:  Requirements of the Sports Gaming Data Entry Analyst:  Job Type: Full-time Pay: $40,000.00 - $45,000.00 per year Benefits: Schedule: Supplemental Pay: Education: Work Location: One location Arlington, VA (hybrid work environment) 24/7 environment, 8 hour shifts $40-45k + Excellent Benefits Full and accurate assessments of all accounts, transactions (money in and out) as well as KYC documentation with a focus on identifying negative attributes including potential fraudulent behaviors Check all account information by using internal control reviews and record comprehensive details in each instance on various software applications Evaluate client accounts and take appropriate action as per our policies Review a variety of document types received to extract information and gauge legitimacy Withhold the release of certain transactions when required as per our risk acceptance criteria Report and record details of clients that do not meet legitimacy standards Assist the Customer Support Team with ad hoc customer queries Evaluate responsible gaming behaviors and assist Customer Support Team with responsible gaming queries and customer requests Review incoming escalations from all business departments with a focus on first-contact resolution Previous experience within iGaming, eCommerce and or similar related industry nice to have Willing to work in 24/7 shift environment within the gaming/gambling industry Employee must be able to qualify for licenses and permits required by federal, state and or local regulations Strong analytical ability with a focus on attention to detail Strong problem-solving skills Excellent written and verbal communication Demonstrated ability to manage multiple priorities in a fast-paced environment 401(k) 401(k) matching Dental insurance Flexible schedule Health insurance Health savings account Life insurance Paid time off Parental leave Vision insurance 8 hour shift Monday to Friday Weekend availability Bonus pay Bachelor's (Required)",www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CnUgOPHli0xq0mgzDVjg2WQcRg_wBDq-AkBGMLTF3wtHzt4e_yVPCq76IcpdSYQvGMiia-zbdWmM4PMN1aEuO8JrCX6wOhzEiM_MvVQD7DoMRzraX5g3NlqZvY2wWd__oPH-fuY4x0Wq3BfVyVYrtng4EOSuLAlV0zchj2xRe0oVjOD7wOuk_luILxn7Kk-zNDN-CWDcHHY00Va7CNNHeNku7fyovFIJnGMbtgq4-8XYCVzCL3Fc2qk_RcZlLY4S2ZNseUDY8fkApHSkJvZwex1vLRKWRYGXujekB8zJ6WdtjGdcqeKjR2O4wxO2YC3ikF-vpICeYOhjSluI_6wl32fudrz6Z4JpPNE_FdFZI2o736RKA20_l0gM2y5Cmbj08XzB8cVv9-HepqpGt2Y7PjOHLOGOSs8smmgWLPIUQOfSPn8GN6or5p8eYM_oxdqT2pOwZLGHhBE1T2e4qwFWVOVciLDSAiESY40yX3T1EqGg==&p=2&fvj=1&vjs=3,20220121
2,Workforce Data Analyst,California Public Employees' Retirement System (CalPERS),"The California Public Employees’ Retirement System (CalPERS) is the nation’s largest public pension fund, providing retirement and health benefits to public employees, retirees, and their families. Headquartered in downtown Sacramento, we are a destination employer with an international reputation for leadership and innovation. At CalPERS, we’re committed to people – the people we serve, our team members, and the larger community around us. CalPERS is situated near the Napa Valley, San Francisco, Lake Tahoe, and other desirable destinations, and we offer competitive benefit packages, compensation, and opportunities for advancement. Our Human Resources Division is currently seeking a Research Data Analyst I/II with a working title of Workforce Data Analyst to support CalPERS with HR data gathering, analysis, and enterprise-wide workforce planning support and services. The Workforce Data Analyst is part of a team of technical professionals within the WDA team. This team is highly visible and frequently partners with senior and executive level leaders to provide enterprise-wide support for CalPERS Workforce Planning, HR data analysis, and oversight of all HR technology projects and systems. The ideal candidate will have a strong mix of experience and well-developed skills in written and oral communication, best practice research, complex Excel formulas, performing quantitative and qualitative data-driven research and statistical analysis, and problem solving. Primary responsibilities will include planning, organizing, and conducting studies in a variety of areas which affect HR programs or system development. This position requires an enthusiastic, forward-thinking analyst with a strong eye for detail. The incumbent is responsible for producing data reports for senior leaders, the preparation and delivery of presentations, and the development of multimedia marketing materials. The Workforce Data Analyst is also responsible for developing innovative strategies and tactics in support of WDA and CalPERS’ strategic objectives, business plan initiatives, and the CalPERS Workforce Plan. Job Type: Full-time Pay: $3,800.00 - $7,079.00 per month Benefits: Schedule: Work Location: One location 401(k) Dental insurance Flexible schedule Health insurance Paid time off Parental leave Professional development assistance Retirement plan Vision insurance 8 hour shift",www.indeed.com/company/California-Public-Employees'-Retirement-System-(CalPERS)/jobs/Workforce-Data-Analyst-726688b2b43f05cb?fccid=fd66e3facc02a755&vjs=3,20220121
3,Data Analyst,PC Matic,"PC Matic, a leading cybersecurity company that has been around for more than 20 years, is looking for a Data Analyst to work from home. Duties:  Skills:  This is a full-time position working from home with a flexible schedule. PC Matic offers a yearly bonus, employee stock options, free health insurance, and monthly stipends for your cell phone, internet, gym membership, and doctor office and prescription co-pays. Company meetings are held twice a year (April & October) in a different city. Travel requirement is 4-5 days for each meeting. Must be a citizen of the United States. Visa sponsorships are not available. Job Type: Full-time Pay: $60,000.00 - $80,000.00 per year Benefits: Schedule: Supplemental Pay: Education: Experience: Language: Work Location: Remote Refresh existing reports on a standard cadence (daily, weekly, monthly, annually, etc.) Create ad hoc reports as requested by marketing and sales teams. Triage data and report issues and provide timely resolutions. Update and create sql statements using Microsoft SQL Studio. Collaborate with marketing and sales teams for data and reports needed to complete special projects. Provide data and reports for communication and outreach initiatives. Create and maintain data visualizations in analytics software such as Power BI, Tableau, etc. Experience with relational databases, including the creation of queries across multiple databases and tables, importing and exporting data, and creation of new tables. Microsoft SQL Studio experience preferred. Proficient in MS Excel, specifically the creation of pivot tables and charts. Ability to interpret data to inform business decisions. Dental insurance Flexible schedule Health insurance Paid time off Vision insurance 8 hour shift Monday to Friday Bonus pay Bachelor's (Preferred) Microsoft SQL Studio: 1 year (Preferred) Tableau or Power BI: 1 year (Preferred) Microsoft Excel: 1 year (Preferred) Data analytics: 1 year (Preferred) Fluent English (Required)",www.indeed.com/company/PC-Matic/jobs/Data-Analyst-7b74d659d5d1f546?fccid=80cfad65fe3aee8d&vjs=3,20220121
4,Data Analyst 2,PayPal,"Who we are: At PayPal (NASDAQ: PYPL), we believe that every person has the right to participate fully in the global economy. Our mission is to democratize financial services to ensure that everyone, regardless of background or economic standing, has access to affordable, convenient, and secure products and services to take control of their financial lives. We’re a purpose-driven company, and our beliefs are the foundation of how we conduct business every day. We’re guided by our core values of Inclusion, Innovation, Collaboration, and Wellness. Collectively, these values inspire us to work together as One Team with our customers at the center of everything we do, and to take care of ourselves, each other, and the communities in which we live and work. We challenge the status quo, ask questions, and find solutions. Join us as we enable the hopes, dreams, and ambitions of millions of people around the world.  Job Description Summary: At PayPal (NASDAQ: PYPL), we believe that every person has the right to participate fully in the global economy. Our mission is to democratize financial services to ensure that everyone, regardless of background or economic standing, has access to affordable, convenient, and secure products and services to take control of their financial lives. We’re a purpose-driven company, and our beliefs are the foundation of how we conduct business every day. We’re guided by our core values of Inclusion, Innovation, Collaboration, and Wellness. Collectively, these values inspire us to work together as One Team with our customers at the center of everything we do, and to take care of ourselves, each other, and the communities in which we live and work. We challenge the status quo, ask questions, and find solutions. Join us as we enable the hopes, dreams, and ambitions of millions of people around the world Job Description:  • Create consumer risk policies, strategies and experience to support PayPal growth while ensuring alignment with financial and reputational risk appetite. • Proactively identifies, investigates, and resolves most issues and problems that may impact all components of work.  • Conduct on-going strategy performance analytics and communicate strategy design and result to senior management • Work with product managers and engineering team in deploying risk decisioning strategies, designing new product capabilities, enhancing systems • Trouble-shooting any data, system and flow challenge while maintaining flawless strategy execution  For more than 20 years, PayPal has remained at the forefront of the digital payment revolution. By leveraging technology to make financial services and commerce more convenient, affordable, and secure, our open digital payments platform gives PayPal’s 400 million active account holders the confidence to connect and transact in new and powerful ways. Through a combination of technological innovation and strategic partnerships, PayPal creates better ways to manage and move money, and offers choice and flexibility when sending payments, paying, or getting paid. Available in more than 200 markets around the world, the PayPal platform, including Braintree, Venmo and Xoom, enables consumers and merchants to receive money in more than 100 currencies, withdraw funds in 56 currencies and hold balances in their PayPal accounts in 25 currencies. PayPal provides equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, pregnancy, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by federal, state or local law. In addition, PayPal will provide reasonable accommodations for qualified individuals with disabilities. Focuses significantly on providing the appropriate framing of business problems, making critical design decisions, defining project plans and work breakdowns, setting timelines and quality metrics for the project, and coordinating activities of cross-functional teams to deliver effective solutions.  Apply statistical techniques and strategy solutions to predict and manage consumer risk associated with PayPal products and accounts For each decisioning strategy project, design its best structure and select the most appropriate techniques which may include a combination of several techniques  Master degree or above in Engineering, Computer Science, Mathematics, Statistics, Finance or related fields.  Strong logical thinking capability. Understanding of various analytical and modeling methods is a strong plus.  Strong software programming skills and familiar with at least one programming language. Experience in managing large volumes of complex data (SAS, SQL, Python, Excel/VBA, Excel PivotTables) is a strong plus.  Good communication skills. Fluency in English and Chinese, both written and oral.  Knowledge of E-commerce, online payment and mobile a is a strong plus",www.indeed.com/rc/clk?jk=76ad377b677f0b5c&fccid=978d9fd9799d55a8&vjs=3,20220121
5,Jr. Data Analyst,Ignite Tek,"The Researcher / Junior Strategist (RJS) performs; qualitative and quantitative research, develops front end reports (data visualization), and supports the development of strategic business solutions that optimize client profit margins. Tasks are on an ongoing and project basis. Accountable to understand, disaggregate and prioritize research and information needs to drive decision making from all marketing sources available. These marketing sources may include but are not limited to, Customer service calls, Outbound calls, Sales calls, Social media channels, online reviews, emails, live chat, customer surveys and more to unify and provide a comprehensive understanding of the underlying opportunities for the brand and customer base. Job Functions:  Skills:  Knowledge using statistical software (R, Python, etc.) Advanced Microsoft Office (Excel, PPT, Word) Advanced data visualization techniques Job Type: Full-time Pay: $40,000.00 - $45,000.00 per year Benefits: Schedule: Supplemental Pay: COVID-19 considerations:No Application Question(s): Education: Experience: Work Location: Remote Ensures clients and our company are aligned on key performance metrics, establishing realistic goals, and providing accountability through reporting Understand the structure and general business needs of the organization and recommends data driven solutions that enable the business to achieve goals and improve processes Collaborate on projects creating meaningful marketing solutions, supporting documents, and visual representation of data findings Manages deadlines and expectations for projects through regular communication Lead for data cleaning, standardization, governance, and best practices Text mining to identify patterns in qualitative data sets such as, finding early warning indicators in product development or shifts in customer sentiment Build predictive models using multiple types and sources of data Gather & test the accuracy of model data Post-hoc tests Explore new and under-utilized functionality within existing data analytics tools to streamline consumption and distribution of reporting and data Develop Q/A phases of a project lifecycle 401(k) Dental insurance Health insurance Life insurance Paid time off Vision insurance 8 hour shift Monday to Friday Commission pay Do you have experience with PowerBi? Bachelor's (Preferred) Business Analysis: 1 year (Preferred)",www.indeed.com/company/Ignite-Tek/jobs/Junior-Data-Analyst-13cc08b7afa9afb5?fccid=24d1e9f6b9cb8f30&vjs=3,20220121
6,Data Analyst,"City Ranked Media, Inc.","Do you love digging into data to draw conclusions? Do your friends tell you your love of spreadsheets is a little excessive? Does working for a Digital Marketing agency with huge growth opportunities sound cool? We're looking for YOU! City Ranked is looking for an analytical mind who loves identifying trends in data, tracking performance, is a whiz with data visualization. We'd love to find someone well-versed in the SEO landscape, but this could also be a great opportunity for a driven individual who has always wanted to explore Digital Marketing to enter the field. What's the job entail? Requirements for the position? Who is City Ranked, anyway? We're a local Digital Marketing company, here in Vancouver WA; and when we say local, we mean it - we pride ourselves on doing everything in-house. Our team of 25 marketing experts bring knowledge from various fields to the table, including design and development, paid search, search engine optimization, programming, content writing, marketing analytics, and relationship management. Everyone here takes their work seriously without taking themselves too seriously; it's a fun team. We prioritize ongoing education, research, and testing, and measure our success solely by the growth of our clients' businesses. In the past three years, we've been ranked in the Top 50 nationwide in our industry - in 2021 we're #6 in the nation for Enterprise Search. Our employees are the most important part of our business, and we constantly work to cultivate an atmosphere of learning, teamwork, and personal/professional growth. We offer great benefits (medical, dental, vision, 401k), a flexible work schedule, on-the-job personal training hours, regular team-building events, and a company gym membership! ﻿If you like analyzing raw data sets, measuring results, and drawing conclusions -- we want you to join our team! Pay Range is Tiered by Skill Level:  Job Type: Full-time Pay: $50,000.00 - $75,000.00 per year Benefits: Schedule: Ability to commute/relocate: Work Location: One location Analyze data for website traffic, search marketing performance, and lead volume. Create and utilize tools to measure results, identify trends, and draw conclusions. Prepare spreadsheets, pivot tables, graphs, and charts for use internally and for communicating results to clients. Advanced Google Sheets and Excel skills. Ability to manipulate raw data to draw conclusions. Extreme attention to detail. Strong analytical, planning, and problem-solving skills. Followthrough - ability to develop a strategy and see it through to completion. Entry Level: $50-60k Intermediate: $60-70k Advanced: $70k+ 401(k) 401(k) matching Dental insurance Flexible schedule Health insurance Paid time off Vision insurance Monday to Friday Vancouver, WA 98683: Reliably commute or planning to relocate before starting work (Required)","www.indeed.com/company/City-Ranked-Media,-Inc./jobs/Data-Analyst-2ba0b033b4000b23?fccid=1a666b11630930ea&vjs=3",20220121
7,Entry Level Business Analyst,Cloudinfraspecs,"We are seeking a Talented and Driven Business Analyst/Junior Business Analyst to join our team and grow in this position! You will be involved in the design or modification of business systems.Responsibilities:  Qualifications Job Type: Full-time Pay: $70,000.00 - $80,000.00 per year Schedule: Education: Language: Work Location: One location Gather customer requirements, and turn these into well-defined product requirements and specifications Defining business and technical requirements based on business problems. Analyze, identify and resolve potential trade issues and make recommendations for resolution. Identifies and documents issues, risks, and opportunities related to requirements Interact with senior management within Operations, the Front Office, and other support units. Work in a fast paced, challenging environment and must be capable of managing high impact issues/initiatives both efficiently and effectively. Analyze business performance trends to identify growth opportunities. Bachelors or Master’s Degree 0-1 year of experience Strong Communication & Technical skills Responsible, dependable, quick learner Demonstrated ability to adapt to new technology 8 hour shift Day shift Monday to Friday Bachelor's (Preferred) English (Preferred)",www.indeed.com/company/Cloudinfraspecs/jobs/Entry-Level-Business-Analyst-e44a898dc1c24585?fccid=1f9ec428ea097d8e&vjs=3,20220121
8,Junior Data Analyst (Banking),Invexer Technology,"Contract duration: long-term visa: H1b, US citizen, Green card holder, green card EAD experience in implementing Charles River IMS is PLUS 1+ year of experience in banking industry is PLUS Understanding of investment banking portfolio management, trading, compliance, analytics in FI INDEXSenior Business analyst or QA Analyst with experience in implementing Charles River IMS and extensive asset management experience especially trading/cash/new mandates workflows.Experience translating functional business requirements to technical specifications (preferably in the finance, accounting, derivative or portfolio management sectors)His/Her last project should be with investment banking/asset management Agile knowledge, Project management, ability to manage high profile programs.Candidate must be able to work as part of a large IT Team with multiple stakeholders and should have demonstrated good problem solving skills. REQUIREDAbility to work in a high stress environment with front line portfolio managersA strong demonstrable record of customer service. The consultant will need to understand customer needs and build effective relationships. The consultant must be able to convey plans, issues and concerns to clients and team members in clear, logical and concise manner. REQUIREDMust be customer driven, have the ability to work within a team environment, and be focused on providing a high quality of service to the customer.Candidate with recent experience in QA for fron office applications especially a Portfolio Construction tool.Candidate with Manual testing, SQL knowledge, Expertise in UI automation and database automation tools like UFT and Python, Performance tools experience like JMeter ; Proficient in Excel Macros & knowledge in Java; Must be experienced with all aspects of test life cycle - writing test plans and cases, test execution, defect triage, reports and metrics. Job Types: Full-time, Contract Pay: $45.00 per hour Schedule: COVID-19 considerations:1-2 days/week remote based on project/client requirements etc. Education: Experience: Work Location: One location Finance, Investments, Portfolio Management, Portfolio Construction, Front office compliance, Risk Management and major Capital Markets Exposure. His/Her last project should be with investment banking 8 hour shift Bachelor's (Preferred) Business analysis: 1 year (Preferred) Financial: 1 year (Preferred) harles River IMS: 1 year (Preferred)",www.indeed.com/company/Invexer-Technology/jobs/Junior-Data-Analyst-8cd74169805a1394?fccid=ac5af6345ba2a95a&vjs=3,20220121
9,Data Specialist,Thompson School District,  JobID: 9803,www.indeed.com/rc/clk?jk=7ad9e941e8fc14f4&fccid=c4b80661cfafcc80&vjs=3,20220121
